Pond,OffspringID,Offspring GAV,Log10 GAV ,GAV present,Candidate mother ID,Mother GAV ,Mother Log10 GAV ,GAV present,Candidate father ID,Father GAV ,Log10 GAV ,Family,Pond,Family,,Family #,Family,Offspring count
150,G1T1701_150_001_H8_G,0,0,0,G1T1701_BR_103_MP,416901.39,5.62,1,G1T1701_BR_012_P,6197.35,3.79,G1T1701_BR_103_MP__G1T1701_BR_012_P,150,21,,,,
150,G1T1701_150_001_H9_G,19.32,1.29,1,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_428_MP,282709.51,5.45,G1T1701_BR_211_MP__G1T1701_BR_428_MP,150,23,,,,
150,G1T1701_150_002_A10_G,280.42,2.45,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_A11_G,76.11,1.88,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_A12_G,13064.1,4.12,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_A2_G,396.23,2.6,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_A3_G,69.47,1.84,1,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_002_A4_G,3386.6,3.53,1,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_002_A5_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_002_A6_G,305.96,2.49,1,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_002_A7_G,18441.38,4.27,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_A9_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_B12_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_B4_G,152.47,2.18,1,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,150,5,,,,
150,G1T1701_150_002_B5_G,319.77,2.5,1,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_002_B6_G,136.01,2.13,1,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_002_B9_G,284.68,2.45,1,G1T1701_BR_134_MP,923130.2,5.97,1,G1T1701_BR_444_MP,208114.95,5.32,G1T1701_BR_134_MP__G1T1701_BR_444_MP,150,16,,,,
150,G1T1701_150_002_C1_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_002_C10_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_C11_G,136.62,2.14,1,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,150,5,,,,
150,G1T1701_150_002_C12_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_C4_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,150,11,,,,
150,G1T1701_150_002_C5_G,8447.77,3.93,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_C7_G,583.5,2.77,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_D10_G,133.78,2.13,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_002_D12_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,150,11,,,,
150,G1T1701_150_002_D3_G,335.93,2.53,1,G1T1701_BR_401_MP,1578548.68,6.2,1,G1T1701_BR_025_P,5922.84,3.77,G1T1701_BR_401_MP__G1T1701_BR_025_P,150,12,,,,
150,G1T1701_150_002_D4_G,0,0,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_D8_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_D9_G,127.01,2.1,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_E1_G,251.08,2.4,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,150,10,,,,
150,G1T1701_150_002_E11_G,0,0,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_002_E12_G,909343.2,5.96,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_E2_G,418.09,2.62,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_002_E4_G,0,0,0,G1T1701_BR_103_MP,416901.39,5.62,1,G1T1701_BR_014_P,3905.94,3.59,G1T1701_BR_103_MP__G1T1701_BR_014_P,150,22,,,,
150,G1T1701_150_002_E5_G,538.98,2.73,1,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,150,11,,,,
150,G1T1701_150_002_E8_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_002_F10_G,40363.84,4.61,1,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,150,9,,,,
150,G1T1701_150_002_F11_G,133.34,2.12,1,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_002_F12_G,3466.01,3.54,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_F3_G,21733.52,4.34,1,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_372_MP,1488708.18,6.17,G1T1701_BR_211_MP__G1T1701_BR_372_MP,150,29,,,,
150,G1T1701_150_002_F4_G,283.51,2.45,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_F5_G,120.13,2.08,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_002_F6_G,9483.56,3.98,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_F7_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_F8_G,0,0,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_002_F9_G,1733.74,3.24,1,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_002_G1_G,356.65,2.55,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_G2_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_G4_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,150,11,,,,
150,G1T1701_150_002_G7_G,160.25,2.2,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_002_G8_G,177.59,2.25,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_002_G9_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_024_P,9561.77,3.98,G1T1701_BR_182_MP__G1T1701_BR_024_P,150,14,,,,
150,G1T1701_150_002_H1_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_002_H10_G,412.87,2.62,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_H4_G,0,0,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_002_H5_G,2299.24,3.36,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_H6_G,122.1,2.09,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_H7_G,0,0,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_002_H8_G,93.1,1.97,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,150,10,,,,
150,G1T1701_150_002_H9_G,0,0,0,G1T1701_BR_134_MP,923130.2,5.97,1,G1T1701_BR_444_MP,208114.95,5.32,G1T1701_BR_134_MP__G1T1701_BR_444_MP,150,16,,,,
150,G1T1701_150_003_A1_G,0,0,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_003_A10_G,28438.29,4.45,1,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,150,5,,,,
150,G1T1701_150_003_A12_G,0,0,0,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_428_MP,282709.51,5.45,G1T1701_BR_211_MP__G1T1701_BR_428_MP,150,23,,,,
150,G1T1701_150_003_A3_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,150,15,,,,
150,G1T1701_150_003_A4_G,0,0,0,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_428_MP,282709.51,5.45,G1T1701_BR_211_MP__G1T1701_BR_428_MP,150,23,,,,
150,G1T1701_150_003_A5_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_A7_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_B1_G,0,0,0,G1T1701_BR_090_M,1084193.42,6.04,1,G1T1701_BR_022_P,2456.68,3.39,G1T1701_BR_090_M__G1T1701_BR_022_P,150,27,,,,
150,G1T1701_150_003_B11_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_B2_G,0,0,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_003_B4_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_B6_G,0,0,0,G1T1701_BR_211_MP,64422140.43,7.81,1,G1T1701_BR_372_MP,1488708.18,6.17,G1T1701_BR_211_MP__G1T1701_BR_372_MP,150,29,,,,
150,G1T1701_150_003_B7_G,0,0,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,150,9,,,,
150,G1T1701_150_003_B8_G,828.03,2.92,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_B9_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_C1_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_024_P,9561.77,3.98,G1T1701_BR_182_MP__G1T1701_BR_024_P,150,14,,,,
150,G1T1701_150_003_C11_G,1726.54,3.24,1,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_038_P,2628.88,3.42,G1T1701_BR_067_GP__G1T1701_BR_038_P,150,15,,,,
150,G1T1701_150_003_C12_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_C3_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_003_C6_G,1236.12,3.09,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_002_P,2251.82,3.35,G1T1701_BR_048_P__G1T1701_BR_002_P,150,10,,,,
150,G1T1701_150_003_C7_G,0,0,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_003_C9_G,0,0,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_003_D1_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_D10_G,0,0,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,150,9,,,,
150,G1T1701_150_003_D11_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_D12_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_D3_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_D4_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_D5_G,0,0,0,G1T1701_BR_064_P,3191.93,3.5,1,G1T1701_BR_033_P,5564.83,3.75,G1T1701_BR_064_P__G1T1701_BR_033_P,150,20,,,,
150,G1T1701_150_003_D7_G,4374.94,3.64,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_D9_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_E10_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_E11_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_003_E12_G,697270.08,5.84,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_E2_G,0,0,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,150,9,,,,
150,G1T1701_150_003_E3_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_003_E5_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_E6_G,0,0,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_003_E7_G,1524920.16,6.18,1,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_F11_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_F5_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_F6_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_F7_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_F8_G,0,0,0,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_003_G10_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_003_G11_G,725.98,2.86,1,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_G3_G,0,0,0,G1T1701_BR_049_GP,1,0,0,G1T1701_BR_003_P,2321.52,3.37,G1T1701_BR_049_GP__G1T1701_BR_003_P,150,9,,,,
150,G1T1701_150_003_G4_G,0,0,0,G1T1701_BR_139_MP,234254722.7,8.37,1,G1T1701_BR_042_P,11859.57,4.07,G1T1701_BR_139_MP__G1T1701_BR_042_P,150,5,,,,
150,G1T1701_150_003_G5_G,0,0,0,G1T1701_BR_068_P,4087454.47,6.61,1,G1T1701_BR_017_P,1,0,G1T1701_BR_068_P__G1T1701_BR_017_P,149,17,,,,
150,G1T1701_150_003_G8_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_G9_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_H1_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_H10_G,0,0,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_003_H2_G,0,0,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_003_H3_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_023_P,3026.08,3.48,G1T1701_BR_182_MP__G1T1701_BR_023_P,150,2,,,,
150,G1T1701_150_003_H5_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_003_H6_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
150,G1T1701_150_003_H8_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_005_P,1,0,G1T1701_BR_053_GP__G1T1701_BR_005_P,150,11,,,,
150,G1T1701_150_004_A1_G,0,0,0,G1T1701_BR_360_MP,1,0,0,G1T1701_BR_318_MP,170976.47,5.23,G1T1701_BR_360_MP__G1T1701_BR_318_MP,150,4,,,,
150,G1T1701_150_004_A12_G,0,0,0,G1T1701_BR_067_GP,210466.95,5.32,1,G1T1701_BR_037_P,1989.87,3.3,G1T1701_BR_067_GP__G1T1701_BR_037_P,150,8,,,,
150,G1T1701_150_004_A2_G,0,0,0,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_004_A3_G,0,0,0,G1T1701_BR_401_MP,1578548.68,6.2,1,G1T1701_BR_025_P,5922.84,3.77,G1T1701_BR_401_MP__G1T1701_BR_025_P,150,12,,,,
150,G1T1701_150_004_A4_G,743849.06,5.87,1,G1T1701_BR_166_MP,1,0,0,G1T1701_BR_263_MP,NA,NA,G1T1701_BR_166_MP__G1T1701_BR_263_MP,150,3,,,,
150,G1T1701_150_004_A5_G,0,0,0,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_004_A6_G,2100.82,3.32,1,G1T1701_BR_123_MP,1,0,0,G1T1701_BR_251_MP,2664921.81,6.43,G1T1701_BR_123_MP__G1T1701_BR_251_MP,150,26,,,,
150,G1T1701_150_004_A7_G,0,0,0,G1T1701_BR_103_MP,416901.39,5.62,1,G1T1701_BR_012_P,6197.35,3.79,G1T1701_BR_103_MP__G1T1701_BR_012_P,150,21,,,,
150,G1T1701_150_004_A8_G,0,0,0,G1T1701_BR_182_MP,18034.23,4.26,1,G1T1701_BR_024_P,9561.77,3.98,G1T1701_BR_182_MP__G1T1701_BR_024_P,150,14,,,,
150,G1T1701_150_004_B1_G,0,0,0,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_015_P,88143.08,4.95,G1T1701_BR_119_MP__G1T1701_BR_015_P,150,18,,,,
150,G1T1701_150_004_B11_G,5256.96,3.72,1,G1T1701_BR_119_MP,1,0,0,G1T1701_BR_324_MP,46124.04,4.66,G1T1701_BR_119_MP__G1T1701_BR_324_MP,150,13,,,,
150,G1T1701_150_004_B2_G,4872280.94,6.69,1,G1T1701_BR_048_P,144512.59,5.16,1,G1T1701_BR_001_P,4426.3,3.65,G1T1701_BR_048_P__G1T1701_BR_001_P,150,7,,,,
150,G1T1701_150_004_B3_G,62729.4,4.8,1,G1T1701_BR_053_GP,60211.17,4.78,1,G1T1701_BR_006_P,2980.15,3.47,G1T1701_BR_053_GP__G1T1701_BR_006_P,150,6,,,,
150,G1T1701_150_004_B4_G,0,0,0,G1T1701_BR_131_M,1,0,0,G1T1701_BR_262_MP,1072974.5,6.03,G1T1701_BR_131_M__G1T1701_BR_262_MP,150,1,,,,
